id	year	title_eng	genre	translator_signature	translator_name	title	first_line	prose_or_verse	txt_version	source_title	place	volume	pages	source_type
"OT15-11"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Смерть героя («Освобождая край родной...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 21-22"	"отд_изд"
"OT15-12"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Песнь Саула перед боем («О, вожди! Если выйдет на долю мою…»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 23-24"	"отд_изд"
"OT15-13"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Саул («Ты вызывать духов имеешь силу…»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 25-26"	"отд_изд"
"OT15-14"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Со славой и мудростью взял я в удел..."	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 27-28"	"отд_изд"
"OT15-15"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Душа («Когда душа холодный прах оставит...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 29-30"	"отд_изд"
"OT15-16"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Пир Вальтасара («На троне царь сидит...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 31-33"	"отд_изд"
"OT15-17"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Звезда («Звезда печальная, звезда лишенных сна...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 35"	"отд_изд"
"OT15-18"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Еврей («Если грудь так порочна была бы моя...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 37-38"	"отд_изд"
"OT15-19"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Плач Ирода («О, Мариамна! От мученья!»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 39-40"	"отд_изд"
"OT15-20"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Последний день Солима («В безотрадной тоске и в печаль погружен...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 41-42"	"отд_изд"
"OT15-21"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Изгнанье («Мы у рек Вавилонских сидели в печали...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 43-44"	"отд_изд"
"OT15-22"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Поражение Сеннахериба («Ассирийцы, на нас, словно волки, напали…»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 45-47"	"отд_изд"
"OT15-23"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Виденье Иова («Передо мной бесплотный дух предстал...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии"	"СПб."	"NA"	"С. 49-50"	"отд_изд"
"OT16"	1862	"The Giaour"	"Поэмы"	"NA"	"МишельЕ"	"Гяур Байрона. Перевел Евгений Мишель"	"NA"	"проза"	"NA"	"Гяур Байрона. Перевел Евгений Мишель"	"СПб."	"NA"	"NA"	"отд_изд"
"OT17"	1862	"Don Juan"	"Поэмы"	"NA"	"МаркевичНА"	"Дон-Жуан. Соч. лорда Байрона. Гл. первая. Пер. Н. А. Маркевича"	"NA"	"стихи"	"NA"	"Дон-Жуан. Соч. лорда Байрона. Гл. первая. Пер. Н. А. Маркевича"	"Лейпциг"	"NA"	"NA"	"отд_изд"
"OT21"	1866	"Don Juan"	"Поэмы"	"NA"	"МинаевДД"	"Дон-Жуан. Роман в стихах Байрона. Перев. Д. Минаева"	"NA"	"стихи"	"NA"	"Дон-Жуан. Роман в стихах Байрона. Перев. Д. Минаева"	"СПб."	"NA"	"NA"	"отд_изд"
